Name	Set	ImageFile	Type	Stage	HP	Weakness	Resistance	RetreatCost	Rarity	Text
Bagon (TK1)	TK1	TK1A_001	Colorless	Basic	40			1		[C] Headbutt: 10 damage. | [F][C] Flare: 20 damage.
Combusken (TK1)	TK1	TK1A_002	Fire	Stage 1 - Torchic	70	Water x2		1		[R] Flare: 20 damage. | [C][C][C] Double Kick: 40x damage. Flip 2 coins. This attack does 40 damage times the number of heads.
Delcatty (TK1)	TK1	TK1A_003	Colorless	Stage 1 - Skitty	80	Fighting x2		1		[C][C] Scratch: 30 damage. | [C][C][C] Ultra Energy Source: 10x damage. Does 10 damage times the number of basic Energy cards attached to all of the Active Pokemon (both yours and your opponent's).
Latias (TK1)	TK1	TK1A_004	Colorless	Basic	70	Psychic x2		1		[R] Dragon Dew: 10 damage. Remove 1 damage counter from 1 of your Pokemon. | [R][R][C] Heat Blast: 40 damage.
Numel (TK1)	TK1	TK1A_005	Fire	Basic	40	Water x2		1		[R] Firebreathing: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage. | [C][C] Tackle: 20 damage.
Skitty (TK1)	TK1	TK1A_006	Colorless	Basic	50	Fighting x2		1		[C] Tackle: 10 damage. | [C][C] Lunge: 30 damage. Flip a coin. If tails, this attack does nothing.
Torchic (TK1)	TK1	TK1A_007	Fire	Basic	50	Water x2		1		[R][C] Firebreathing: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 20 more damage.
Potion (TK1-1)	TK1	TK1A_008		Trainer						Remove 2 damage counters from 1 of your Pokemon (remove 1 damage counter if that Pokemon has only 1).
Energy Search (TK1-1)	TK1	TK1A_009		Trainer						Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Fire Energy (TK1)	TK1	TK1A_010		Energy					Energy	
Electrike (TK1)	TK1	TK1O_001	Lightning	Basic	50	Fighting x2	Metal -30	1		[C] Headbutt: 10 damage.
Latios (TK1)	TK1	TK1O_002	Colorless	Basic	80	Psychic x2		1		[L][C] Gather Energy: 20 damage. Flip a coin. If heads, search your deck for a basic Energy card and attach it to 1 of your Pokemon. Shuffle your deck afterward. | [L][L][C] Dragon Claw: 40 damage.
Linoone (TK1)	TK1	TK1O_003	Colorless	Stage 1 - Zigzagoon	70	Fighting x2		1		[C] Seek Out: Search your deck for up to 2 cards and put them into your hand. Shuffle your deck afterward. | [C][C] Continuous Headbutt: 40x damage. Flip a coin until you get tails. This attack does 40 damage times the number of heads.
Magnemite (TK1)	TK1	TK1O_004	Lightning	Basic	40	Fighting x2	Metal -30	1		[C] Rollout: 10 damage. | [C][C] Hook: 20 damage.
Magneton (TK1)	TK1	TK1O_005	Lightning	Stage 1 - Magnemite	80	Fighting x2		1		[C][C] Ram: 20 damage. | [L][C][C] Triple Smash: 20+ damage. Flip 3 coins. This attack does 20 damage plus 20 more damage for each heads.
Pikachu (TK1)	TK1	TK1O_006	Lightning	Basic	50	Fighting x2		1		[C] Scratch: 10 damage. | [L][C][C] Pika Bolt: 40 damage.
Zigzagoon (TK1)	TK1	TK1O_007	Colorless	Basic	40	Fighting x2		1		[C] Fury Swipes: 10x damage. Flip 3 coins. This attack does 10 damage times the number of heads.
Potion (TK1-2)	TK1	TK1O_008		Trainer						Remove 2 damage counters from 1 of your Pokemon (remove 1 damage counter if that Pokemon has only 1).
Energy Search (TK1-2)	TK1	TK1O_009		Trainer						Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Lightning Energy (TK1)	TK1	TK1O_010		Energy					Energy	
Arcanine (TK2)	TK2	TK2M_001	Fire	Stage 1 - Growlithe	90	Water x2		2		[R] Flare: 20 damage. | [R][C][C][C] Heat Tackle: 70 damage. Arcanine does 10 damage to itself.
Charmander (TK2)	TK2	TK2M_002	Fire	Basic	50	Water x2		1		[C] Headbutt: 10 damage. | [C][C] Slash: 20 damage.
Charmeleon (TK2)	TK2	TK2M_003	Fire	Stage 1 - Charmander	70	Water x2		1		[R][C] Flare: 30 damage. | [R][C][C] Damage Burn: 40+ damage. If the Defending Pokemon already has any damage counters on it, this attack does 40 damage plus 20 more damage.
Growlithe (TK2)	TK2	TK2M_004	Fire	Basic	60	Water x2		2		[C] Bite: 10 damage. | [R][C][C] Flame Tail: 40 damage.
Mareep (TK2)	TK2	TK2M_005	Lightning	Basic	50	Fighting x2		1		[C] Minor Errand-Running: Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. | [L][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
Minun (TK2)	TK2	TK2M_006	Lightning	Basic	60	Fighting x2	Metal -30	1		[C] Drawup Power: Search your deck for an Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. | [L][C] Front Spark: 20 damage. Does 10 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Vulpix (TK2)	TK2	TK2M_007	Fire	Basic	50	Water x2		1		[C] Bite: 10 damage. | [R][C] Firebreathing: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
Celio's Network (TK2)	TK2	TK2M_008		Trainer - Supporter						You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Search your deck for a Basic Pokemon or Evolution card (excluding Pokemon-ex), show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Energy Search (TK2-1)	TK2	TK2M_009		Trainer						Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Potion (TK2-1)	TK2	TK2M_010		Trainer						Remove 2 damage counters from 1 of your Pokemon (remove 1 damage counter if that Pokemon has only 1).
Fire Energy (TK2)	TK2	TK2M_011		Energy					Energy	
Lightning Energy (TK2-1)	TK2	TK2M_012		Energy					Energy	
Beldum (TK2)	TK2	TK2P_001	Psychic	Basic	50	Psychic x2		1		[C] Call for Family: Search your deck for a Basic Pokemon and put it onto your Bench. Shuffle your deck afterward. | [P] Metal Ball: Put 1 damage counter on the Defending Pokemon.
Electrike (TK2)	TK2	TK2P_002	Lightning	Basic	50	Fighting x2		1		[L] Recharge: Search your deck for a [L] Energy card and attach it to Electrike. Shuffle your deck afterward. | [C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
Grumpig (TK2)	TK2	TK2P_003	Psychic	Stage 1 - Spoink	70	Psychic x2		1		[C] Snap Tail: Choose 1 of your opponent's Pokemon. This attack does 10 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [P][C] Psypunch: 40 damage.
Meowth (TK2)	TK2	TK2P_004	Colorless	Basic	50	Fighting x2		1		[C] Collect: Draw a card. | [C][C] Cat Kick: 20 damage.
Metang (TK2)	TK2	TK2P_005	Psychic	Stage 1 - Beldum	80	Psychic x2		2		[P][C] Psychic Boom: 10+ damage. Does 10 damage plus 10 more damage for each Energy attached to the Defending Pokemon. | [P][C][C] Quick Blow: 40+ damage. Flip a coin. If heads, this attack does 40 damage plus 20 more damage.
Plusle (TK2)	TK2	TK2P_006	Lightning	Basic	60	Fighting x2	Metal -30	1		[C] Pickup Power: Search your discard pile for an Energy card, show it to your opponent, and put it into your hand. | [L][C] Rear Spark: 10 damage. Does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Spoink (TK2)	TK2	TK2P_007	Psychic	Basic	50	Psychic x2		1		[P] Knock Away: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
Energy Search (TK2-2)	TK2	TK2P_008		Trainer						Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Potion (TK2-2)	TK2	TK2P_009		Trainer						Remove 2 damage counters from 1 of your Pokemon (remove 1 damage counter if that Pokemon has only 1).
Professor Cozmo's Discovery (TK2)	TK2	TK2P_010		Trainer - Supporter						You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Flip a coin. If heads, draw the bottom 3 cards of your deck. If tails, draw the top 2 cards of your deck.
Lightning Energy (TK2-2)	TK2	TK2P_011		Energy					Energy	
Psychic Energy (TK2)	TK2	TK2P_012		Energy					Energy	
Geodude (TK3)	TK3	TK3L_001	Fighting	Basic	60	Grass +10	Lightning -20	2		[F] Stone Throw: Choose 2 of your opponent's Benched Pokemon. This attack does 10 damage to each of them. (Don't apply Weakness and Resistance for Benched Pokemon.)
Graveler (TK3)	TK3	TK3L_002	Fighting	Stage 1 - Geodude	90	Grass +20	Lightning -20	3		[F][C] Rock Cannon: 30x damage. Flip a coin until you get tails. This attack does 30 damage times the number of heads. | [F][C][C] Rock Slide: 40 damage. Does 10 damage to 2 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Lucario (TK3)	TK3	TK3L_003	Fighting	Stage 1 - Riolu	90	Psychic +20		1		[C] Feint: 30 damage. This attack's damage isn't affected by Resistance. | [F][F] Aura Sphere: 40 damage. Does 20 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Machoke (TK3)	TK3	TK3L_004	Fighting	Stage 1 - Machop	80	Psychic +20		2		[F][C] Karate Chop: 40- damage. Does 40 damage minus 10 damage for each damage counter on Machoke. | [F][F][C] Seismic Toss: 60 damage.
Machop (TK3)	TK3	TK3L_005	Fighting	Basic	60	Psychic +10		2		[F] Low Kick: 20 damage.
Riolu (TK3)	TK3	TK3L_006	Fighting	Basic	60	Psychic +10		1		[F] Wild Kick: 30 damage. Flip a coin. If tails, this attack does nothing.
Starly (TK3)	TK3	TK3L_007	Colorless	Basic	50	Lightning +10	Fighting -20	1		[C] Gust: 10 damage. | [C][C] Quick Attack: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
Energy Search (TK3-1)	TK3	TK3L_008		Trainer						Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Potion (TK3-1)	TK3	TK3L_009		Trainer						Remove 2 damage counters from 1 of your Pokemon (remove 1 damage counter if that Pokemon has only 1).
Quick Ball (TK3)	TK3	TK3L_010		Trainer						Reveal cards from your deck until you reveal a Pokemon. Show that Pokemon to your opponent and put it into your hand. Shuffle the other revealed cards back into your deck. (If you don't reveal a Pokemon, shuffle all the revealed cards back into your deck.)
Fighting Energy (TK3)	TK3	TK3L_011		Energy					Energy	
Buizel (TK3)	TK3	TK3M_001	Water	Basic	60	Lightning +10		1		[W] Splash About: 10+ damage. If Buizel has less Energy attached to it than the Defending Pokemon, this attack does 10 damage plus 10 more damage.
Floatzel (TK3)	TK3	TK3M_002	Water	Stage 1 - Buizel	90	Lightning +20		1		[W][C] Screw Tail: 30 damage. Flip a coin. If heads, discard an Energy attached to the Defending Pokemon. | [W][W] Water Gun: 40+ damage. Does 40 damage plus 20 more damage for each [W] Energy attached to Floatzel but not used to pay for this attack's Energy cost. You can't add more than 40 damage in this way.
Goldeen (TK3)	TK3	TK3M_003	Water	Basic	60	Lightning +10		1		[C] Horn Attack: 10 damage. | [W][C] Take Down: 30 damage. Goldeen does 10 damage to itself.
Manaphy (TK3)	TK3	TK3M_004	Water	Basic	70	Lightning +20		1		[C] Call for Family: Search your deck for a Basic Pokemon and put it onto your Bench. Shuffle your deck afterward. | [W][W] Aqua Ring: 30 damage. Switch Manaphy with 1 of your Benched Pokemon.
Piplup (TK3)	TK3	TK3M_005	Water	Basic	60	Lightning +10		1		[-] Peck: 10 damage. | [W][C] Water Splash: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
Prinplup (TK3)	TK3	TK3M_006	Water	Stage 1 - Piplup	80	Lightning +20		1		[W] Aqua Shower: Does 10 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][W] Brine: Choose 1 of your opponent's Pokemon that has any damage counters on it. This attack does 40 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Seaking (TK3)	TK3	TK3M_007	Water	Stage 1 - Goldeen	80	Lightning +20		1		[C][C] Flail: 10x damage. Does 10 damage times the number of damage counters on Seaking. | [W][W] Horn Drill: 50 damage.
Totodile (TK3)	TK3	TK3M_008	Water	Basic	50	Lightning +10		1		[-] Bite: 10 damage. | [W] Shining Fang: 10+ damage. If the Defending Pokemon already has any damage counters on it, this attack does 10 damage plus 10 more damage.
Dusk Ball (TK3)	TK3	TK3M_009		Trainer						Look at the 7 cards from the bottom of your deck. Choose 1 Pokemon you find there, show it to your opponent, and put it into your hand. Put the remaining cards back on top of your deck. Shuffle your deck afterward.
Energy Search (TK3-2)	TK3	TK3M_010		Trainer						Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Potion (TK3-2)	TK3	TK3M_011		Trainer						Remove 2 damage counters from 1 of your Pokemon (remove 1 damage counter if that Pokemon has only 1).
Water Energy (TK3)	TK3	TK3M_012		Energy					Energy	
Ho-Oh (HSBSP)	HSBSP	HSBSP_001	Fire	Basic	100	Water x2	Fighting -20	3	Promo	[R] Combustion: 20 damage. | [R][R][C][C] Sacred Fire: Flip a coin. If heads, choose 1 of your opponent's Pokemon. This attack does 80 damage to that Pokemon. This attack's damage isn't affected by Weakness or Resistance.
Lugia (HSBSP)	HSBSP	HSBSP_002	Water	Basic	90	Lightning x2	Fighting -20	2	Promo	[W] Wave Splash: 20 damage. | [W][W][C][C] Aeroblast: Flip 2 coins. This attack does 50 damage plus 20 more damage for each heads.
Pikachu (HSBSP)	HSBSP	HSBSP_003	Lightning	Basic	70	Fighting +10	Metal -20	1	Promo	[C] Recharge: Flip a coin. If heads, search your deck for a [L] Energy card and attach it to Pikachu. Shuffle your deck afterward. | [L][L][C][C] Thunderbolt: 100 damage. Discard all Energy attached to Pikachu.
Wobbuffet (HSBSP)	HSBSP	HSBSP_004	Psychic	Basic	90	Psychic x2		3	Promo	Poke-Body: Tenacious Bind. As long as Wobbuffet is your Active Pokemon, your opponent's Active Pokemon's Retreat Cost is [C][C] Energy more. | [P][C] Trip Over: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 30 more damage.
Hoothoot (HSBSP)	HSBSP	HSBSP_005	Colorless	Basic	50	Lightning x2	Fighting -20	1	Promo	Poke-Body: Insomnia. Hoothoot can't be Asleep. | [C] Peck: 10 damage.
Noctowl (HSBSP)	HSBSP	HSBSP_006	Colorless	Stage 1 - Hoothoot	90	Lightning x2	Fighting -20	1	Promo	Poke-Power: Night Scope. Once during your turn (before you attack), you may look at your opponent's hand. This power can't be used if Noctowl is affected by a Special Condition. | [C][C][C] Hypnoblast: 30 damage. The Defending Pokemon is now Asleep.
Feraligatr (HSBSP)	HSBSP	HSBSP_007	Water	Stage 2 - Croconaw (Prime)	140	Grass x2		3	Promo	Poke-Power: Rain Dance. As often as you like during your turn (before your attack), you may attach a [W] Energy from your hand to 1 of your [W] Pokemon. This power can't be used if Feraligatr is affected by a Special Condition. | [W][W][W][W] Hydro Crunch: 60+ damage. Does 60 damage plus 10 more damage for each damage counter on the Defending Pokemon.
Meganium (HSBSP)	HSBSP	HSBSP_008	Grass	Stage 2 - Bayleef (Prime)	150	Fire x2	Water -20	2	Promo	Poke-Power: Leaf Trans. As often as you like during your turn (before your attack), you may move a [G] Energy attached to 1 of your Pokemon to another of your Pokemon. This power can't be used if Meganium is affected by a Special Condition. | [G][G][C][C] Solarbeam: 80 damage.
Typhlosion (HSBSP)	HSBSP	HSBSP_009	Fire	Stage 2 - Quilava (Prime)	140	Water x2		2	Promo	Poke-Power: Afterburner. Once during your turn (before your attack), you may search your discard pile for a [R] Energy card and attach it to 1 of your Pokemon. If you do, put 1 damage counter on that Pokemon. This power can't be used if Typhlosion is affected by a Special Condition. | [R][R][C] Flare Destroy: 70 damage. Discard an Energy card attached to Typhlosion and discard an Energy card attached to the Defending Pokemon.
Latias (HSBSP)	HSBSP	HSBSP_010	Colorless	Basic	80	Colorless x2		1	Promo	[C] Energy Assist: 10 damage. Search your discard pile for a basic Energy card and attach it to 1 of your Benched Pokemon. | [C][C][C] Infinite Wind: 40 damage. If Latios is on your Bench, remove 2 damage counters from each of your Benched Pokemon.
Latios (HSBSP)	HSBSP	HSBSP_011	Colorless	Basic	90	Colorless x2		2	Promo	Poke-Body: Luster Float. If you have Latias in play, the Retreat Cost for Latios is 0. | [C][C][C][C] Infinite Wing: 80 damage. Discard 2 Energy attached to Latios.
Cleffa (HSBSP)	HSBSP	HSBSP_012	Colorless	Basic	30			0	Promo	Poke-Body: Sweet Sleeping Face. As long as Cleffa is Asleep, prevent all damage done to Cleffa by attacks. | [-] Eeeeeeek: Shuffle your hand into your deck, then draw 6 cards. Cleffa is now Asleep.
Smoochum (HSBSP)	HSBSP	HSBSP_013	Psychic	Basic	30			0	Promo	Poke-Body: Sweet Sleeping Face. As long as Smoochum is Asleep, prevent all damage done to Smoochum by attacks. | [-] Energy Antics: Move an Energy card attached to 1 of your opponent's Pokemon to another of your opponent's Pokemon. Smoochum is now Asleep.
Lapras (HSBSP)	HSBSP	HSBSP_014	Water	Basic	90	Metal x2		2	Promo	[W] Ferry: Search your discard pile for a Supporter card, show it to your opponent, and put it into your hand. | [W][W][C] Surf: 40 damage.
Shuckle (HSBSP)	HSBSP	HSBSP_015	Fighting	Basic	60	Water x2		1	Promo	Poke-Body: Fermenting Liquid. Whenever you attach an Energy card from your hand to Shuckle, draw a card. | [G][C] Shell Stunner: 20 damage. Flip a coin. If heads, prevent all damage done to Shuckle by attacks during your opponent's next turn.
Plusle (HSBSP)	HSBSP	HSBSP_016	Lightning	Basic	60	Fighting x2	Metal -20	1	Promo	[C] Collect: Draw 2 cards. | [L] Thunder Jolt: 20 damage. Flip a coin. If tails, Plusle does 10 damage to itself.
Minun (HSBSP)	HSBSP	HSBSP_017	Lightning	Basic	60	Fighting x2	Metal -20	1	Promo	[C] Call for Family: Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. | [L] Tag Team Boost: 10+ damage. If Plusle is on your Bench, this attack does 10 damage plus 20 more damage.
Tropical Tidal Wave (HSBSP)	HSBSP	HSBSP_018		Trainer					Promo	Flip a coin. If heads, discard all Trainer and Stadium cards your opponent has in play. If tails, discard all Trainer and Stadium cards you have in play.
Raikou (HSBSP)	HSBSP	HSBSP_019	Lightning	Basic	80	Fighting x2	Metal -20	1	Promo	[L][L][C] Zap Cannon: 70 damage. During your next turn, Raikou can't use Zap Cannon.
Entei (HSBSP)	HSBSP	HSBSP_020	Fire	Basic	80	Water x2		1	Promo	[R][R][C] Flare Blitz: 80 damage. Discard all [R] Energy attached to Entei.
Suicune (HSBSP)	HSBSP	HSBSP_021	Water	Basic	80	Lightning x2		1	Promo	[W][W][C] Sheer Cold: 50 damage. Flip a coin. If heads, the Defending Pokemon can't attack during your opponent's next turn.
Porygon (HSBSP)	HSBSP	HSBSP_022	Colorless	Basic	50	Fighting x2		1	Promo	[C] Stiffen: During your opponent's next turn, any damage done to Porygon by attacks is reduced by 20 (after applying Weakness and Resistance). | [C][C] Version Update: Search your deck for Porygon2, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Porygon2 (HSBSP)	HSBSP	HSBSP_023	Colorless	Stage 1 - Porygon	80	Fighting x2		2	Promo	Poke-Body: Shortcut. The Retreat Cost for each Porygon, Porygon2, and Porygon-Z you have in play is 1 Energy less. | [C][C][C] Reckless Charge: 50 damage. Porygon2 does 10 damage to itself.
Hitmonchan (HSBSP)	HSBSP	HSBSP_024	Fighting	Basic	70	Psychic x2		1	Promo	[C] Detect: Flip a coin. If heads, prevent all effects of attacks, including damage, done to Hitmonchan during your opponent's next turn. | [F][C] Sky Uppercut: 30 damage. This attack's damage isn't affected by Resistance.
Hitmonlee (HSBSP)	HSBSP	HSBSP_025	Fighting	Basic	80	Psychic x2		2	Promo	[F] Kick: 20 damage. | [F][C][C] High Jump Kick: 60 damage.
Totodile (TK4-1)	TK4	TK4G_001	Water	Basic	60	Grass x2		1		[W] Gnaw: 10 damage. | [W][C] Wave Splash: 20 damage.
Water Energy (TK4-1)	TK4	TK4G_002		Energy					Energy	
Water Energy (TK4-2)	TK4	TK4G_003		Energy					Energy	
Water Energy (TK4-3)	TK4	TK4G_004		Energy					Energy	
Bill (TK4-1)	TK4	TK4G_005		Supporter						You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Draw 2 cards.
Water Energy (TK4-4)	TK4	TK4G_006		Energy					Energy	
Water Energy (TK4-5)	TK4	TK4G_007		Energy					Energy	
Water Energy (TK4-6)	TK4	TK4G_008		Energy					Energy	
Water Energy (TK4-7)	TK4	TK4G_009		Energy					Energy	
Water Energy (TK4-8)	TK4	TK4G_010		Energy					Energy	
Water Energy (TK4-9)	TK4	TK4G_011		Energy					Energy	
Magikarp (TK4-1)	TK4	TK4G_012	Water	Basic	30	Lightning x2		1		[C] Splash: 10 damage.
Croconaw (TK4-1)	TK4	TK4G_013	Water	Stage 1 - Totodile	80	Grass x2		2		[W][C] Wave Splash: 30 damage. | [W][C][C] Big Bite: 50 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Totodile (TK4-2)	TK4	TK4G_014	Water	Basic	60	Grass x2		1		[W] Gnaw: 10 damage. | [W][C] Wave Splash: 20 damage.
Marill (TK4-1)	TK4	TK4G_015	Water	Basic	60	Lightning x2		1		[W] Water Splash: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage. | [W][C][C] Tail Slap: 30 damage.
Water Energy (TK4-10)	TK4	TK4G_016		Energy					Energy	
Croconaw (TK4-2)	TK4	TK4G_017	Water	Stage 1 - Totodile	80	Grass x2		2		[W][C] Wave Splash: 30 damage. | [W][C][C] Big Bite: 50 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Bill (TK4-2)	TK4	TK4G_018		Supporter						You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Draw 2 cards.
Magikarp (TK4-2)	TK4	TK4G_019	Water	Basic	30	Lightning x2		1		[C] Splash: 10 damage.
Gyarados (TK4-1)	TK4	TK4G_020	Water	Stage 1 - Magikarp	130	Lightning x2	Fighting -20	3		[W][C][C] Hydro Splash: 50 damage. | [W][W][C][C] Hyper Beam: 80 damage. Discard an Energy card attached to the Defending Pokemon.
Energy Switch (TK4-1)	TK4	TK4G_021		Trainer						Move a basic Energy card attached 1 of your Pokemon to another of your Pokemon.
Pokemon Communication (TK4-1)	TK4	TK4G_022		Trainer						Choose 1 Pokemon in your hand, show it to your opponent, and put it on top of your deck. If you do, search your deck for a Pokemon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Poke Ball (TK4-1)	TK4	TK4G_023		Trainer						Flip a coin. If heads, search your deck for a Pokemon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Marill (TK4-2)	TK4	TK4G_024	Water	Basic	60	Lightning x2		1		[W] Water Splash: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage. | [W][C][C] Tail Slap: 30 damage.
Professor Elm's Training Method (TK4)	TK4	TK4G_025		Supporter						You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Search your deck for an Evolution card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Water Energy (TK4-11)	TK4	TK4G_026		Energy					Energy	
Pokemon Communication (TK4-2)	TK4	TK4G_027		Trainer						Choose 1 Pokemon in your hand, show it to your opponent, and put it on top of your deck. If you do, search your deck for a Pokemon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.
Switch (TK4-1)	TK4	TK4G_028		Trainer						Switch 1 of your Active Pokemon with 1 of your Benched Pokemon.
Water Energy (TK4-12)	TK4	TK4G_029		Energy					Energy	
Gyarados (TK4-2)	TK4	TK4G_030	Water	Stage 1 - Magikarp	130	Lightning x2	Fighting -20	3		[W][C][C] Hydro Splash: 50 damage. | [W][W][C][C] Hyper Beam: 80 damage. Discard an Energy card attached to the Defending Pokemon.
Moomoo Milk (TK4-1)	TK4	TK4R_001		Trainer						Choose 1 of your Pokemon. Flip 2 coins. For each heads, remove 3 damage counters from that Pokemon.
Pikachu (TK4-1)	TK4	TK4R_002	Lightning	Basic	60	Fighting x2	Metal -20	1		[C] Tail Slap: 10 damage. | [L][C] Quick Attack: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
Flaaffy (TK4-1)	TK4	TK4R_003	Lightning	Stage 1 - Mareep	80	Fighting x2	Metal -20	1		[L] Thunder Spear: Choose 1 of your opponent's Pokemon. This attack does 20 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [L][C][C] Thundershock: 40 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Meowth (TK4-1)	TK4	TK4R_004	Colorless	Basic	60	Fighting x2		1		[C] Pay Day: 10 damage. Draw a card. | [C][C] Dig Claws: 20 damage.
Lightning Energy (TK4-1)	TK4	TK4R_005		Energy					Energy	
Lightning Energy (TK4-2)	TK4	TK4R_006		Energy					Energy	
Lightning Energy (TK4-3)	TK4	TK4R_007		Energy					Energy	
Lightning Energy (TK4-4)	TK4	TK4R_008		Energy					Energy	
Lightning Energy (TK4-5)	TK4	TK4R_009		Energy					Energy	
Lightning Energy (TK4-6)	TK4	TK4R_010		Energy					Energy	
Lightning Energy (TK4-7)	TK4	TK4R_011		Energy					Energy	
Meowth (TK4-2)	TK4	TK4R_012	Colorless	Basic	60	Fighting x2		1		[C] Pay Day: 10 damage. Draw a card. | [C][C] Dig Claws: 20 damage.
Mareep (TK4-1)	TK4	TK4R_013	Lightning	Basic	40	Fighting x2	Metal -20	1		[C] Static Electricity: Search your deck for a number of [L] Energy cards up to the number of Mareep in play (both yours and your opponent's) and attach them to Mareep. Shuffle your deck afterward. | [C][C] Ram: 20 damage.
Lightning Energy (TK4-8)	TK4	TK4R_014		Energy					Energy	
Lightning Energy (TK4-9)	TK4	TK4R_015		Energy					Energy	
Pikachu (TK4-2)	TK4	TK4R_016	Lightning	Basic	60	Fighting x2	Metal -20	1		[C] Tail Slap: 10 damage. | [L][C] Quick Attack: 20+ damage. Flip a coin. If heads, this attack does 20 damage plus 10 more damage.
Flaaffy (TK4-2)	TK4	TK4R_017	Lightning	Stage 1 - Mareep	80	Fighting x2	Metal -20	1		[L] Thunder Spear: Choose 1 of your opponent's Pokemon. This attack does 20 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [L][C][C] Thundershock: 40 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Lightning Energy (TK4-10)	TK4	TK4R_018		Energy					Energy	
Raichu (TK4-1)	TK4	TK4R_019	Lightning	Stage 1 - Pikachu	90	Fighting x2	Metal -20	0		[C] Iron Tail: 30x damage. Flip a coin until you get tails. This attack does 30 damage times the number of heads. | [L][L] Thunderbolt: 100 damage. Discard all Energy attached to Raichu.
Mareep (TK4-2)	TK4	TK4R_020	Lightning	Basic	40	Fighting x2	Metal -20	1		[C] Static Electricity: Search your deck for a number of [L] Energy cards up to the number of Mareep in play (both yours and your opponent's) and attach them to Mareep. Shuffle your deck afterward. | [C][C] Ram: 20 damage.
Copycat (TK4)	TK4	TK4R_021		Supporter						You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Shuffle your hand into your deck. Then, draw a number of cards equal to the number of cards in your opponent's hand.
Pokemon Collector (TK4-1)	TK4	TK4R_022		Supporter						You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Search your deck for up to 3 Basic Pokemon, show them to your opponent, and put them into your hand. Shuffle your deck afterward.
Lightning Energy (TK4-11)	TK4	TK4R_023		Energy					Energy	
