Name	Set	ImageFile	Type	Stage	HP	Weakness	Resistance	RetreatCost	Rarity	Text
Marowak (LA)	LA	LA_063	Fighting	Stage 1 - Cubone	90	Water +20	Lightning -20	2	Uncommon	[C] Heavy Bone: 40 damage. Flip a coin. If tails, Marowak can't use Heavy Bone during your next turn. | [F][F] Bone Rush: 50x damage. Flip a coin until you get tails. This attack does 50 damage times the number of heads.
Metang (LA-1)	LA	LA_064	Metal	Stage 1 - Beldum	80	Fire +20	Psychic -20	2	Uncommon	[C][C] Agility: 20 damage. Flip a coin. If heads, prevent all effects of an attack, including damage, done to Metang during your opponent's next turn. | [M][C][C] Metal Claw: 50 damage.
Metang (LA-2)	LA	LA_065	Metal	Stage 1 - Beldum	80	Fire +20	Psychic -20	2	Uncommon	[M][C] Psyshock: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [M][C][C] Bullet Punch: 40+ damage. Flip 2 coins. This attack does 40 damage plus 20 more damage for each heads.
Mightyena (LA)	LA	LA_066	Darkness	Stage 1 - Poochyena	90	Fighting +20	Psychic -20	1	Uncommon	[D] Bite One: 30 damage. If the Defending Pokemon isn't an Evolved Pokemon, that Pokemon can't attack, retreat, or use any Poke-Powers during your opponent's next turn. | [C][C] Harass: 10x damage. Does 10 damage times the number of Pokemon you have in play.
Ninjask (LA)	LA	LA_067	Grass	Stage 1 - Nincada	80	Fire +20	Fighting -20	0	Uncommon	Poke-Power: Cast-off Shell. Once during your turn, when you play Ninjask from your hand to evolve 1 of your Pokemon and if your Bench isn't full, you may put Shedinja onto your Bench as a Basic Pokemon from your hand or your discard pile. | [G] Chip Off: 30 damage. If your opponent has 6 or more cards in his or her hand, discard a number of cards without looking until your opponent has 5 cards left in his or her hand.
Persian (LA)	LA	LA_068	Colorless	Stage 1 - Meowth	80	Fighting +20		0	Uncommon	[C][C] Feint Attack: Choose 1 of your opponent's Pokemon. This attack does 30 damage to that Pokemon. This attack's damage isn't affected by Weakness, Resistance, Poke-Powers, Poke-Bodies, or any other effects on that Pokemon. | [C][C] Fasten Claws: 40+ damage. Flip a coin. If heads, this attack does 40 damage plus 10 more damage.
Piloswine (LA)	LA	LA_069	Water	Stage 1 - Swinub	100	Metal +20	Lightning -20	3	Uncommon	[F][C] Charge Dash: 30+ damage. You may do 30 damage plus 30 more damage. If you do, Piloswine does 30 damage to itself. | [W][C][C][C] Icy Wind: 60 damage. The Defending Pokemon is now Asleep.
Seadra (LA)	LA	LA_070	Water	Stage 1 - Horsea	80	Lightning +20		1	Uncommon	[W] Aqua Pump: 30+ damage. You may discard up to 2 [W] Energy cards from your hand. If you do, this attack does 30 damage plus 10 more damage for each Energy card you discarded. | [W][W][C] Waterfall: 50 damage.
Starmie (LA)	LA	LA_071	Water	Stage 1 - Staryu	80	Lightning +20		0	Uncommon	[W] Star Boomerang: 30 damage. You may return Starmie and all cards attached to it to your hand. | [P] Core Flash: Choose 1 of your opponent's Pokemon that has any Poke-Powers or Poke-Bodies. This attack does 50 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Swalot (LA)	LA	LA_072	Psychic	Stage 1 - Gulpin	90	Psychic +20		2	Uncommon	[P][C] Swallow Up: 30 damage. Before doing damage, count the remaining HP of the Defending Pokemon and Swalot. If the Defending Pokemon has fewer remaining HP than Swalot's, this attack does 80 damage instead. | [P][P][C] Gunk Shot: 60 damage. The Defending Pokemon is now Poisoned.
Swellow (LA)	LA	LA_073	Colorless	Stage 1 - Taillow	80	Lightning +20	Fighting -20	1	Uncommon	Poke-Body: Big Wing. If Swellow has no Energy attached to it, Swellow's Retreat Cost is 0. | [C][C] Mach Descent: 30 damage. If Swellow was on your Bench this turn, this attack's base damage is 60 instead of 30.
Tauros (LA)	LA	LA_074	Colorless	Basic	80	Fighting +20		2	Uncommon	[C][C] Herd Charge: 20x damage. Flip a coin for each Tauros you have in play. This attack does 20 damage times the number of heads. | [C][C][C] Thrash: 40+ damage. Flip a coin. If heads, this attack does 40 damage plus 20 more damage. If tails, Tauros does 10 damage to itself.
Tentacruel (LA)	LA	LA_075	Water	Stage 1 - Tentacool	90	Lightning +20		1	Uncommon	[-] Tentacle Strike: Search your opponent's discard pile for up to 2 Energy cards and attach them to any of your opponent's Pokemon in any way you like. For each Energy card attached in this way, this attack does 20 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][C][C] Dangerous Poison: 60 damage. If Tentacruel has less Energy attached to it than the Defending Pokemon. The Defending Pokemon is now Paralyzed and Poisoned.
Unown J (LA)	LA	LA_076	Psychic	Basic	50	Psychic +10		1	Uncommon	Poke-Power: Junk. Once during your turn, when you put Unown J from your hand onto your Bench, you may flip a coin. If heads, search your discard pile for a Trainer card, show it to your opponent, and put it into your hand. | [P] Hidden Power: 10 damage. Remove the Special Condition Asleep from the Defending Pokemon.
Unown R (LA)	LA	LA_077	Psychic	Basic	60	Psychic +10		1	Uncommon	Poke-Power: Retire. Once during your turn, if Unown R is on your Bench, you may discard Unown R and all cards attached to it. (This doesn't count as a Knocked Out Pokemon.) Then, draw a card. | [-] Hidden Power: Move any number of basic Energy cards attached to your Pokemon to your other Pokemon in any way you like.
Unown U (LA)	LA	LA_078	Psychic	Basic	50	Psychic +10		1	Uncommon	Poke-Body: Unseen. As long as Unown U is on your Bench, prevent, all effects of attacks, including damage, done by your opponent's Pokemon to any Unown on your Bench. | [C] Hidden Power: Search your deck for any 1 card and discard it. Shuffle your deck afterward.
Unown V (LA)	LA	LA_079	Psychic	Basic	60	Psychic +10		1	Uncommon	Poke-Power: Vacation. Once during your turn (before your attack), you may remove 2 damage counters from each of your Pokemon. If you do, your turn ends. This power can't be used if Unown V is affected by a Special Condition. | [P] Hidden Power: 30 damage. Does 10 damage to each of your Bench Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Unown W (LA)	LA	LA_080	Psychic	Basic	90	Psychic +30		3	Uncommon	Poke-Body: Wall. As long as Unown W is your Active Pokemon, any damage done to your Pokemon by an opponent's attack is reduced by 10 (after applying Weakness and Resistance). | [P][C][C] Hidden Power: 50 damage. Draw a card.
Unown Y (LA)	LA	LA_081	Psychic	Basic	50	Psychic +10		1	Uncommon	Poke-Power: Yawn. Once during your turn (before your attack), If Unown Y is on your Bench, you may remove 1 damage counter from 1 of your Active Unown and that Unown is now Asleep. | [C][C] Hidden Power: Search your deck for up to 2 Trainer cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.
Unown ? (LA)	LA	LA_082	Psychic	Basic	70	Psychic +10		1	Uncommon	Poke-Power: ?. Once during your turn (before your attack), if Unown ? is on you Bench, you may choose a Pokemon in your hand and put it face down. Your opponent guesses a type of that Pokemon. Reveal that card. If your opponent guessed wrong, draw a card. Then, put that card back into your hand. | [-] Hidden Power: Discard up to 2 cards from your hand. For each you discarded, draw a card.
Beldum (LA-1)	LA	LA_083	Metal	Basic	50	Fire +10	Psychic -20	2	Common	Poke-Power: Metal Chain. Once during your turn (before your attack), when you attach a [M] Energy card from your hand Beldum (excluding effects of attacks or Poke-Powers), you may search your deck for Beldum and put it onto your Bench. Shuffle your deck afterward. This power can't be used if Beldum is affected by a Special Condition. | [M][C] Take Down: 30 damage. Beldum does 10 damage to itself.
Beldum (LA-2)	LA	LA_084	Metal	Basic	50	Fire +10	Psychic -20	1	Common	[C] Allure: Draw a card. | [M][C] Tackle: 20 damage.
Bellsprout (LA)	LA	LA_085	Grass	Basic	50	Fire +10		1	Common	[C] Vine Bind: Flip a coin. If heads, the Defending Pokemon can't use any Poke-Powers during your opponent's next turn. | [G] Careless Tackle: 20 damage. Bellsprout does 10 damage to itself.
Buneary (LA)	LA	LA_086	Colorless	Basic	50	Fighting +10		1	Common	[C] Rest: Remove all Special Conditions and 4 damage counters from Buneary. Buneary is now Asleep. | [C][C] Double Kick: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Chinchou (LA-1)	LA	LA_087	Water	Basic	60	Grass +10		2	Common	[C] Supersonic: Flip a coin. If heads, the Defending Pokemon is now Confused. | [W] Wave Splash: 10 damage.
Chinchou (LA-2)	LA	LA_088	Lightning	Basic	50	Fighting +10		1	Common	[C] Razor Fin: 10 damage. | [L][C] Aqua Spark: 20+ damage. If Chinchou has any [W] Energy attached to it, this attack does 20 damage plus 10 more damage.
Corphish (LA)	LA	LA_089	Water	Basic	50	Lightning +10		1	Common	[C] Knock Off: Flip a coin. If heads, choose 1 card from your opponent's hand without looking and discard it. | [C][C] Irongrip: 20 damage.
Cubone (LA)	LA	LA_090	Fighting	Basic	60	Water +10	Lightning -20	1	Common	[C] Headbutt: 10 damage. | [F][C] Bonemerang: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Dratini (LA)	LA	LA_091	Colorless	Basic	40	Colorless +10		1	Common	[C] Tail Slap: 10 damage. | [C][C] Slam: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Drifloon (LA)	LA	LA_092	Psychic	Basic	50	Darkness +10	Colorless -20	1	Common	[P] Mind Bend: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Confused. | [C][C] Gust: 20 damage.
Exeggcute (LA)	LA	LA_093	Psychic	Basic	50	Psychic +10		1	Common	[C] Call for Family: Search your deck for up to 2 in any combination of [G] Basic Pokemon and [P] Basic Pokemon and put them onto your Bench. Shuffle your deck afterward. | [P] Hypnosis: 10 damage. The Defending Pokemon is now Asleep.
Gligar (LA-1)	LA	LA_094	Fighting	Basic	60	Water +10	Fighting -20	1	Common	[-] Light Poison: 10 Flip a coin. If tails, this attack does nothing. If heads, the Defending Pokemon is now Poisoned. | [F] Jump On: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 10 more damage.
Gligar (LA-2)	LA	LA_095	Fighting	Basic	50	Water +10	Fighting -20	1	Common	[C] Poison Sting: Flip a coin. If heads, the Defending Pokemon is now Poisoned. | [F][C] Slash: 20 damage.
Gloom (LA-1)	LA	LA_096	Grass	Stage 1 - Oddish	70	Fire +20		1	Common	[G] Sleep Powder: 20 damage. The Defending Pokemon is now Asleep. | [G][C] Frustration: Choose 1 of your opponent's Pokemon that doesn't have any damage counters on it. This attack does 30 damage to that Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Gloom (LA-2)	LA	LA_097	Psychic	Stage 1 - Oddish	80	Psychic +20		2	Common	[-] Space Out: Remove 2 damage counters from Gloom. Gloom is now Asleep. | [P][C] Stinky Nectar: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Confused and Poisoned.
Gulpin (LA)	LA	LA_098	Psychic	Basic	60	Psychic +10		2	Common	[C] Amnesia: Choose 1 of the Defending Pokemon's attacks. That Pokemon can't use that attack during your opponent's next turn. | [P] Gastro Acid: Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Hitmonchan (LA)	LA	LA_099	Fighting	Basic	70	Psychic +20		1	Common	[F] Counter Punch: During your opponent's next turn, if Hitmonchan is damaged by an opponent's attack (even if Hitmonchan is Knocked Out), put 4 damage counters on the Attacking Pokemon. | [F][C] Gut Strike: 30 damage. If Tyrogue is anywhere under Hitmonchan, this attack's base damage is 60 instead of 30.
Hitmonlee (LA)	LA	LA_100	Fighting	Basic	80	Psychic +20		1	Common	[F][C] Gut Kick: 30 damage. If Tyrogue is anywhere under Hitmonlee, you may do 30 damage to 1 Benched Pokemon instead. (Don't apply Weakness and Resistance for Benched Pokemon.) | [F][C][C] Mega Kick: 60 damage.
Hitmontop (LA)	LA	LA_101	Fighting	Basic	80	Psychic +20		1	Common	[F][C] Triple Kick: 20x damage. Flip 3 coins. This attack does 20 damage times the number of heads. | [F][C][C] Gut Spin: 50 damage. If Tyrogue is anywhere under Hitmontop, you may switch Hitmontop with 1 of your Benched Pokemon.
Horsea (LA)	LA	LA_102	Water	Basic	50	Lightning +10		1	Common	[C] Smokescreen: If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flip a coin. If tails, that attack does nothing. | [W] Reverse Thrust: 10 damage. Switch Horsea with 1 of your Benched Pokemon.
Houndour (LA)	LA	LA_103	Darkness	Basic	50	Water +10	Psychic -20	1	Common	[C] Roar: Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. | [D] Bite: 10 damage.
Ledyba (LA)	LA	LA_104	Grass	Basic	50	Fire +10	Fighting -20	1	Common	[C] Supersonic: Flip a coin. If heads, the Defending Pokemon is now Confused. | [G][C] Double-edge: 30 damage. Ledyba does 10 damage to itself.
Lileep (LA)	LA	LA_105	Grass	Stage 1 - Root Fossil	80	Fire +20		2	Common	[C] Astonish: 20 damage. Choose 1 card from your opponent's hand without looking. Look at that card you chose, then have your opponent shuffle that card into his or her deck. | [G][C] Absorb: 30 damage. Remove 2 damage counters from Lileep.
Meowth (LA)	LA	LA_106	Colorless	Basic	50	Fighting +10		1	Common	[C] Pay Day: 10 damage. Flip a coin. If heads, draw a card. | [C][C] Fury Swipes: 10x damage. Flip 3 coins. This attack does 10 damage times the number of heads.
Misdreavus (LA)	LA	LA_107	Psychic	Basic	60	Darkness +10	Colorless -20	1	Common	[-] Show Off: Search your deck for a basic Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward. | [P] Payback: 10+ damage. If your opponent has only 1 Prize card left, this attack does 10 damage plus 20 more damage.
Nincada (LA)	LA	LA_108	Grass	Basic	40	Fire +10		1	Common	[C] Scratch: 10 damage. | [G] Big Bite: The Defending Pokemon can't retreat during your opponent's next turn.
Nosepass (LA)	LA	LA_109	Fighting	Basic	70	Water +20		1	Common	[C] Sharpen: 10 damage. | [F][C] Nose Poke: 20+ damage. If Probopass is on your Bench, this attack does 20 damage plus 20 more damage.
Numel (LA)	LA	LA_110	Fire	Basic	60	Water +10		2	Common	[C] Rollout: 10 damage. | [R][C][C] Singe: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Burned.
Oddish (LA-1)	LA	LA_111	Grass	Basic	40	Fire +10		1	Common	[C] Stun Spore: Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [G] Blot: 10 damage. Remove 1 damage counter from Oddish.
Oddish (LA-2)	LA	LA_112	Psychic	Basic	50	Psychic +10		1	Common	[C] Poisonpowder: Flip a coin. If heads, the Defending Pokemon is now Poisoned. | [P][C] Ram: 20 damage.
Pineco (LA)	LA	LA_113	Grass	Basic	50	Fire +10		1	Common	[C] Tackle: 10 damage. | [G][C] Selfdestruct: 40 damage. This attack does 10 damage to each Bench Pokemon (both yours and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.) Pineco does 50 damage to itself.
Poliwag (LA)	LA	LA_114	Water	Basic	40	Lightning +10		1	Common	[C] Tackle: 10 damage. | [W] Twiddle: Flip a coin. If heads, the Defending Pokemon is now Confused. If tails, the Defending Pokemon is now Asleep.
Poliwhirl (LA)	LA	LA_115	Water	Stage 1 - Poliwag	80	Lightning +20		1	Common	[C][C] Light Punch: 20 damage. | [W][C][C] Bubblebeam: 40 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Poochyena (LA)	LA	LA_116	Darkness	Basic	50	Fighting +10	Psychic -20	1	Common	[D] Corner: The Defending Pokemon can't retreat during your opponent's next turn. | [C][C] Ambush: 10+ damage. Flip a coin. If heads, this attack does 10 damage plus 20 more damage.
Riolu (LA)	LA	LA_117	Fighting	Basic	60	Psychic +10		1	Common	[C] Punch: 10 damage. | [F][C] Low Kick: 30 damage.
Shinx (LA)	LA	LA_118	Lightning	Basic	50	Fighting +10	Metal -20	1	Common	[C] Recharge: Search your deck for a [L] Energy card attach it to Shinx. Shuffle your deck afterward. | [L][C] Double Kick: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Skitty (LA)	LA	LA_119	Colorless	Basic	50	Fighting +10		1	Common	[C] Growl: During your opponent's next turn, any damage done by attacks from the Defending Pokemon is reduced by 20 (before applying Weakness and Resistance). | [C] Scratch: 10 damage.
Sneasel (LA)	LA	LA_120	Darkness	Basic	60	Fighting +10	Psychic -20	1	Common	[D] Rob: Look at your opponent's hand. If your opponent has any Pokemon Tool or Technical Machine cards in his or her hand, put those cards on top of his or her deck. You opponent shuffles his or her deck afterward. | [C][C] Slash: 20 damage.
Spoink (LA)	LA	LA_121	Psychic	Basic	50	Psychic +10		1	Common	[P] Psybeam: The Defending Pokemon is now Confused. | [C][C] Bounce: 20 damage. You may switch Spoink with 1 of your Bench Pokemon.
Staryu (LA)	LA	LA_122	Water	Basic	50	Lightning +10		1	Common	[C] Recover: Discard an Energy attached to Staryu and remove 3 damage counters from Staryu. | [W][C] Spinning Attack: 20 damage.
Swinub (LA)	LA	LA_123	Water	Basic	60	Metal +10	Lightning -20	2	Common	[C] Sniff Out: Flip a coin. If heads, put any 1 card from your discard pile into your hand. | [F][C] Lunge Out: 30 damage.
Taillow (LA)	LA	LA_124	Colorless	Basic	50	Lightning +10	Fighting -20	1	Common	[C] Focus Energy: During your next turn, Tailow's Peck attack's base damage is 30. | [C] Peck: 10 damage.
Tentacool (LA)	LA	LA_125	Water	Basic	50	Lightning +10		1	Common	[C] Crystal Barrier: Flip a coin. If heads, prevent all effects of an attack, including damage, done to Tentacool during your opponent's next turn. | [W] Mysterious Beam: Flip a coin. If heads, discard an Energy card attached to the Defending Pokemon.
Tyrogue (LA)	LA	LA_126	Fighting	Basic	60	Psychic +10		1	Common	Poke-Power: Baby Evolution. Once during your turn (before your attack), you may put Hitmonlee, Hitmonchan, or Hitmontop from your hand onto Tyrogue (this counts as evolving Tyrogue) and remove all damage counters from Tyrogue. | [F] Gut Blow: 10+ damage. If the Defending Pokemon is an Evolved Pokemon, this attack does 10 damage plus 20 more damage and Tyrogue does 10 damage to itself.
Weepinbell (LA)	LA	LA_127	Grass	Stage 1 - Bellsprout	80	Fire +20		2	Common	[G] Poisonpowder: 10 damage. The Defending Pokemon is now Poisoned. | [G][G] Razor Leaf: 40 damage.
Yanma (LA)	LA	LA_128	Grass	Basic	70	Lightning +20	Fighting -20	1	Common	[C] U-turn: 10 damage. Switch Yanma with 1 of your Benched Pokemon. | [G][G] Agility: 20 damage. Flip a coin. If heads, prevent all effects of an attack, including damage, done to Yanma during your opponent's next turn.
Bubble Coat (LA)	LA	LA_129		Trainer - Pokemon Tool					Uncommon	Attach Bubble Coat to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. If that Pokemon is Knocked Out, discard this card. | As long as Bubble Coat is attached to a Pokemon, that Pokemon has no Weakness, If that Pokemon is damaged by an opponent's attack, discard this card at the end of the turn.
Buck's Training (LA)	LA	LA_130		Supporter					Uncommon	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Draw 2 cards. As long as Buck's Training is next to your Active Pokemon, each of your Active Pokemon's attacks does 10 more damage to the Active Pokemon (before applying Weakness and Resistance).
Cynthia's Feelings (LA)	LA	LA_131		Supporter					Uncommon	You can play only one Supporter card each turn. When you play this card, put it next to your Active Pokemon. When your turn ends, discard this card. | Shuffle your hand into your deck. Then, draw 4 cards. If any of your Pokemon were Knocked Out during your opponent's last turn, draw 4 more cards.
Energy Pickup (LA)	LA	LA_132		Trainer					Uncommon	Flip a coin. If heads, search your discard pile for a basic Energy card and attach it to 1 of your Pokemon.
Poke Radar (LA)	LA	LA_133		Trainer					Uncommon	Look at the top 5 cards of your deck, choose as many Pokemon as you like, show them to your opponent, and put them into your hand. Put the other cards back on top of your deck. Shuffle your deck afterward.
Snowpoint Temple (LA)	LA	LA_134		Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card. | Each Pokemon that isn't an Evolved Pokemon in play (both your and your opponent's gets +20 HP.
Stark Mountain (LA)	LA	LA_135		Stadium					Uncommon	This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card. | Once during each player's turn, that player may choose a [R] or [F] Energy attached to 1 of his or her Pokemon and move that Energy to 1 of his or her [R] or [F] Pokemon.
Technical Machine TS-1 (LA)	LA	LA_136		Trainer - Technical Machine					Uncommon	Attach this card to 1 of your Pokemon in play. That Pokemon may use this card's attack instead of its own. | [-] Evoluter. Search your deck for a card that evolves from 1 of your Pokemon and put it onto that Pokemon. (This counts as evolving that Pokemon.) Shuffle your deck afterward.
Technical Machine TS-2 (LA)	LA	LA_137		Trainer - Technical Machine					Uncommon	Attach this card to 1 of your Pokemon in play. That Pokemon may use this card's attack instead of its own. | [-] Devoluter. Choose 1 of your opponent's Evolved Pokemon (excluding Pokemon LV.X). Remove the highest Stage Evolution card from that Pokemon and put that card back into your opponent's hand.
Claw Fossil (LA)	LA	LA_138		Trainer	40				Common	Play Claw Fossil as if it were a [C] Basic Pokemon. (Claw Fossil counts as a Trainer card as well, but if Claw Fossil is Knocked Out, this counts as a Knocked Out Pokemon.) Claw Fossil can't be affected by any Special Conditions and can't Retreat. At any time during your turn before your attack, you may discard Claw Fossil from play. (This doesn't count as a Knocked Out Pokemon.) | Poke-Body: Jagged Stone. If Claw Fossil is your Active Pokemon and is damaged by an opponent's attack (even if Claw Fossil is Knocked Out), put 1 damage counter on the Attacking Pokemon.
Root Fossil (LA)	LA	LA_139		Trainer	40				Common	Play Root Fossil as if it were a [C] Basic Pokemon. (Root Fossil counts as a Trainer card as well, but if Root Fossil is Knocked Out, this counts as a Knocked Out Pokemon.) Root Fossil can't be affected by any Special Conditions and can't retreat. At any time during your turn before your attack, you may discard Root Fossil from play. (This doesn't count as a Knocked Out Pokemon.) | Poke-Body: Spongy Stone. At any time between turns, remove 1 damage counter from Root Fossil.
Azelf LV.X (LA)	LA	LA_140	Psychic	Level-Up - Azelf	90	Psychic x2		1	Rare Holo LV.X	Poke-Body: Psychic Aura. Each of your [P] Pokemon has no Weakness. | [P] Deep Balance: Choose 1 of your opponent's Pokemon. Put 1 damage counter on that Pokemon for each Energy attached to all of your opponent's Pokemon. | Put this card onto your Active Azelf. Azelf LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Gliscor LV.X (LA)	LA	LA_141	Fighting	Level-Up - Gliscor	110	Water x2	Fighting -20	0	Rare Holo LV.X	Poke-Power: Shoot Poison. Once during your turn (before your attack), when you put Gliscor LV.X from your hand onto your Active Gliscor, you may choose 1 of the Defending Pokemon. That Pokemon is now Paralyzed and Poisoned. | [F][C] Night Slash: 60 damage. You may switch Gliscor with 1 of your Benched Pokemon. | Put this card onto your Active Gliscor. Gliscor LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Magnezone LV.X (LA)	LA	LA_142	Metal	Level-Up - Magnezone	140	Fire x2	Psychic -20	4	Rare Holo LV.X	Poke-Power: Electric Trans. As often as you like during your turn (before your attack), you may move a [L] or [M] Energy attached to 1 of your Pokemon to another of your Pokemon. This power can't be used if Magnezone is affected by a Special Condition. | [L][M] Cyber Shock: 80 damage. Discard a [L] Energy and a [M] Energy attached to Magnezone. The Defending Pokemon is now Paralyzed. | Put this card onto your Active Magnezone. Magnezone LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Mesprit LV.X (LA)	LA	LA_143	Psychic	Level-Up - Mesprit	90	Psychic x2		1	Rare Holo LV.X	[-] Healing Look: Remove 3 damage counters from each of your Benched Pokemon. | [P][P] Supreme Blast: 200 damage. If don't have Uxie LV.X and Azelf LV.X in play, this attack does nothing. Discard all Energy attached to Mesprit. | Put this card onto your Active Mesprit. Mesprit LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Mewtwo LV.X (LA)	LA	LA_144	Psychic	Level-Up - Mewtwo	120	Psychic x2		2	Rare Holo LV.X	Poke-Body: Psybarrier. Prevent all effects of attacks, including damage, done to Mewtwo by your opponent's Pokemon that isn't an Evolved Pokemon. | [P][P][C] Giga Burn: 120 damage. Discard all Energy attached to Mewtwo. | Put this card onto your Active Mewtwo. Mewtwo LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Rhyperior LV.X (LA)	LA	LA_145	Fighting	Level-Up - Rhyperior	170	Water x2	Lightning -20	4	Rare Holo LV.X	[-] Hard Crush: 50x damage. Discard the top 5 cards from your deck. This attack does 50 damage for each Energy card you discarded. | [F][F][C] Upthrow: 60 damage. Search your discard pile for all [F] Energy cards, show them to your opponent, and shuffle them into your deck. | Put this card onto your Active Rhyperior. Rhyperior LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Uxie LV.X (LA)	LA	LA_146	Psychic	Level-Up - Uxie	90	Psychic x2		1	Rare Holo LV.X	Poke-Power: Trade Off. Once during your turn (before your attack), you may look at the top 2 cards of your deck, choose 1 of them, and put it into your hand. Put the other card on the bottom of your deck. This power can't be used if Uxie is affected by a Special Condition. You can't use more than 1 Trade Off Poke-Power each turn. | [C][C] Zen Blade: 60 damage. Uxie can't use Zen Blade during your next turn. | Put this card onto your Active Uxie. Uxie LV.X can use any attack, Poke-Power, or Poke-Body from its previous Level.
Dusknoir (SF-1)	SF	SF_001	Psychic	Stage 2 - Dusclops	120	Darkness +30	Colorless -20	3	Rare Holo	Poke-Body: Shadow Command. Once during your turn (before your attack), you may draw 2 cards. If you have 7 or more cards in your hand, discard a number of cards until you have 6 cards in your hand. Then, put 2 damage counters on Dusknoir. This power can't be used if Dusknoir is affected by a Special Condition. | [P][C] Damage Even: Count the number of damage counters on Dusknoir. Put that many damage counters on 1 of your opponent's Pokemon. | [P][P][C] Night Spin: 50 damage. Prevent all effects of an attack, including damage, done to Dusknoir by your opponent's Pokemon that has 2 or less Energy attached to it during your opponent's next turn.
Empoleon (SF)	SF	SF_002	Metal	Stage 2 - Prinplup	130	Lightning +30		2	Rare Holo	Poke-Power: Emperor Aura. Once during your turn (before your attack), when you play Empoleon from your hand to evolve 1 of your Active Pokemon, you may use this power. Your opponent can't attach any Energy cards from his or her hand to his or her Pokemon during your opponent's next turn. | [C][C] Steel Wing: 40 damage. During your opponent's next turn, any damage done to Empoleon by attacks is reduced by 20 (after applying Weakness and Resistance). | [W][C][C] Whirlpool: 60 damage. Flip a coin. If heads, discard an Energy card attached to the Defending Pokemon.
Infernape (SF)	SF	SF_003	Fighting	Stage 2 - Monferno	120	Psychic +30		0	Rare Holo	Poke-Power: Blaze Dance. Once during your turn (before your attack), when you play Infernape from your hand to evolve 1 of your Pokemon, you may flip a coin. If heads, search your deck for up to 4 [R] Energy cards and attach them to your Pokemon in any way you like. Shuffle your deck afterward. | [C][C] Close Combat: 60 damage. During your opponent's next turn, any damage done to Infernape by attacks is increased by 30 (after applying Weakness and Resistance). | [R][R][C][C] Spreading Fire: 80 damage. Discard 2 [R] Energy attached to Infernape and this attack does 20 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.)
Lumineon (SF)	SF	SF_004	Water	Stage 1 - Finneon	80	Lightning +20		0	Rare Holo	Poke-Power: Fin Luster. Once during your turn (before your attack), if Lumineon is your Active Pokemon, you may look at your opponent's hand. If your opponent's Bench isn't full, choose 1 Basic Pokemon from your opponent's hand, and put it onto his or her Bench. Then, switch it with the Defending Pokemon. This power can't be used if Lumineon is affected by a Special Condition. | [-] Quick Swim: Choose 1 of your opponent's Pokemon. This attack does 20 damage to that Pokemon. This attack's damage isn't affected by Weakness or Resistance. | [W] Elegant Swim: 30 damage. Flip a coin. If heads, prevent all effects of an attack, including damage, done to Lumineon during your opponent's next turn.
